Season,Tm,Champion,Finals,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,STLperG,BLKperG,PTSperG
1979-80,ATL,0,0,NBA,82,50,32,0.61,19780,3261,7027,3248,6952,13,75,2038,2645,1369,2406,3775,1913,782,539,1495,2293,8573,0.464067169,0.173333333,0.770510397,9.536585366,6.573170732,104.5487805
1980-81,ATL,0,0,NBA,82,31,51,0.378,19930,3291,6866,3281,6784,10,82,2012,2590,1201,2224,3425,1846,749,469,1605,2276,8604,0.47931838,0.12195122,0.776833977,9.134146341,5.719512195,104.9268293
1981-82,ATL,0,0,NBA,82,42,40,0.512,19880,3210,6776,3182,6648,28,128,1833,2387,1135,2368,3503,1815,608,485,1343,2268,8281,0.473730815,0.21875,0.76790951,7.414634146,5.914634146,100.9878049
1982-83,ATL,0,0,NBA,82,43,39,0.524,19780,3352,7146,3307,6958,45,188,1586,2111,1139,2433,3572,1945,573,665,1424,2022,8335,0.469073608,0.239361702,0.7513027,6.987804878,8.109756098,101.6463415
1983-84,ATL,0,0,NBA,82,40,42,0.488,19855,3230,6809,3207,6703,23,106,1838,2414,1112,2232,3344,1827,626,558,1329,2091,8321,0.474372155,0.216981132,0.761391881,7.634146341,6.804878049,101.4756098
1984-85,ATL,0,0,NBA,82,34,48,0.415,19855,3444,7119,3371,6884,73,235,1782,2371,1161,2345,3506,2009,665,541,1475,2047,8743,0.483775811,0.310638298,0.751581611,8.109756098,6.597560976,106.6219512
1985-86,ATL,0,0,NBA,82,50,32,0.61,19805,3447,7029,3414,6863,33,166,1979,2704,1249,2405,3654,2025,736,434,1483,2170,8906,0.490396927,0.198795181,0.731878698,8.975609756,5.292682927,108.6097561
1986-87,ATL,0,0,NBA,82,57,25,0.695,19730,3435,7141,3300,6716,135,425,2019,2661,1350,2478,3828,2077,700,511,1279,2152,9024,0.481025067,0.317647059,0.758737317,8.536585366,6.231707317,110.0487805
1987-88,ATL,0,0,NBA,82,50,32,0.61,19780,3443,7102,3358,6820,85,282,1873,2441,1228,2379,3607,2062,635,537,1225,2050,8844,0.484793016,0.30141844,0.76730848,7.743902439,6.548780488,107.8536585
1988-89,ATL,0,0,NBA,82,52,30,0.634,19805,3412,7230,3302,6833,110,397,2168,2709,1372,2316,3688,1990,817,474,1310,1880,9102,0.471922545,0.277078086,0.800295312,9.963414634,5.780487805,111
1989-90,ATL,0,0,NBA,82,41,41,0.5,19730,3417,7019,3293,6608,124,411,1943,2544,1273,2187,3460,1820,717,353,1270,1871,8901,0.486821485,0.301703163,0.763757862,8.743902439,4.304878049,108.5487805
1990-91,ATL,0,0,NBA,82,43,39,0.524,19755,3349,7223,3078,6387,271,836,2034,2544,1235,2420,3655,1864,729,374,1231,1768,9003,0.46365776,0.324162679,0.799528302,8.890243902,4.56097561,109.7926829
1991-92,ATL,0,0,NBA,82,38,44,0.463,19905,3492,7476,3282,6805,210,671,1517,2074,1288,2498,3786,2123,793,320,1255,1771,8711,0.467094703,0.312965723,0.731436837,9.670731707,3.902439024,106.2317073
1992-93,ATL,0,0,NBA,82,43,39,0.524,19830,3392,7272,3010,6196,382,1076,1648,2221,1290,2344,3634,2084,806,278,1339,1807,8814,0.466446645,0.355018587,0.742008104,9.829268293,3.390243902,107.4878049
1993-94,ATL,0,0,NBA,82,57,25,0.695,19755,3247,7039,2979,6209,268,830,1556,2070,1250,2423,3673,2056,915,449,1252,1625,8318,0.461287115,0.322891566,0.751690821,11.15853659,5.475609756,101.4390244
1994-95,ATL,0,0,NBA,82,42,40,0.512,19855,2986,6680,2447,5100,539,1580,1410,1948,1104,2272,3376,1757,738,412,1221,1804,7921,0.447005988,0.341139241,0.723819302,9,5.024390244,96.59756098
1995-96,ATL,0,0,NBA,82,46,36,0.561,19730,2985,6665,2419,5070,566,1595,1523,2012,1182,2148,3330,1609,771,319,1228,1714,8059,0.447861965,0.354858934,0.75695825,9.402439024,3.890243902,98.2804878
1996-97,ATL,0,0,NBA,82,56,26,0.683,19805,2812,6307,2153,4473,659,1834,1491,1955,1021,2350,3371,1557,701,427,1228,1591,7774,0.445853813,0.359323882,0.762659847,8.548780488,5.207317073,94.80487805
1997-98,ATL,0,0,NBA,82,50,32,0.61,19880,2887,6352,2550,5336,337,1016,1749,2314,1106,2417,3523,1569,653,491,1214,1671,7860,0.454502519,0.331692913,0.755834054,7.963414634,5.987804878,95.85365854
1998-99,ATL,0,0,NBA,50,31,19,0.62,12075,1539,3760,1342,3116,197,644,1040,1422,676,1499,2175,782,346,260,745,987,4315,0.409308511,0.305900621,0.731364276,6.92,5.2,86.3
1999-00,ATL,0,0,NBA,82,28,54,0.341,19830,3000,6807,2742,5993,258,814,1477,1987,1146,2570,3716,1548,500,461,1266,1718,7735,0.440722785,0.316953317,0.743331656,6.097560976,5.62195122,94.32926829
2000-01,ATL,0,0,NBA,82,25,57,0.305,19730,2876,6668,2543,5735,333,933,1374,1811,1028,2490,3518,1559,634,387,1368,1863,7459,0.431313737,0.356913183,0.758696853,7.731707317,4.719512195,90.96341463
2001-02,ATL,0,0,NBA,82,33,49,0.402,19780,2901,6610,2478,5416,423,1194,1486,1942,955,2445,3400,1656,667,350,1275,1702,7711,0.438880484,0.354271357,0.765190525,8.134146341,4.268292683,94.03658537
2002-03,ATL,0,0,NBA,82,35,47,0.427,19905,2859,6434,2457,5293,402,1141,1594,2011,937,2558,3495,1679,611,473,1367,1783,7714,0.444358098,0.352322524,0.792640477,7.451219512,5.768292683,94.07317073
2003-04,ATL,0,0,NBA,82,28,54,0.341,19905,2829,6529,2410,5280,419,1249,1534,1976,996,2507,3503,1648,627,408,1350,1826,7611,0.433297595,0.335468375,0.776315789,7.646341463,4.975609756,92.81707317
2004-05,ATL,0,0,NBA,82,13,69,0.159,19855,2942,6672,2638,5699,304,973,1417,1994,1100,2335,3435,1614,629,344,1319,2009,7605,0.440947242,0.312435766,0.710631896,7.670731707,4.195121951,92.74390244
